id	label	text
212424670073470976	NEUTRAL	We are baked out in this Audi! http://instagr.am/p/Lw1au_G8uw/ 
222183158727196672	NEUTRAL	@JP_CHAWLSSSSS what's up with the Subaru?
215672680366620672	NEUTRAL	Niggas no I call my porsche a baby elephant .
211876252691345409	POSITIVE	As promised, video of my casual Sunday racing old Volvo 740's in Västerås Folkrace style! http://youtu.be/cE7Y0e04in0?hd=1 …
213012283687841792	NEUTRAL	20326 - TCN Mazda BT-50 Pickup 4x4: Asking Price: $165,000 Contact: 752-0525
212223809028227072	POSITIVE	Forget the England game, and the awful weather outside - my latest video of the BMW Z8 detail is now live! Please... http://fb.me/1plyEJ3QD 
218370104394661889	POSITIVE	Chrysler Group Earns Fourth Consecutive Gold Medal for Promoting Healthy ...: This is the fourth consecutive yea... http://bit.ly/NREecc 
210498188497522688	NEGATIVE	"My neighbor is playing Britney Spears' ""If You Seek Amy"". Sounds better through a wall."
223061739581870080	NEGATIVE	HSBC to apologise at U.S. Senate money laundering hearing - memo http://reut.rs/MhVcfl 
217635794985299970	NEUTRAL	@kidsarecruel hey, chilly mornings always remind me of porsche!
210038400496054272	POSITIVE	StrongArm 4162 Nissan Maxima Hood Lift Support, Pack of 1 Review & Ratings http://goo.gl/fb/ywIVd  #bendpaklifts
225000829239836672	NEGATIVE	U.S. Senate panel accuses HSBC in money-laundering report http://reut.rs/NP8zYN  no doubt no one at board level knew... #bankers
218321999901110273	NEGATIVE	Barclays shares down 16%.As they are likely to pay a small fine they have apparently shrunk in value by 1/6th.Share prices are a joke@Peston
213574095902744577	POSITIVE	Read the full review of the new Audi RS4 Avant here: http://www.parkers.co.uk/cars/reviews/audi/a4/rs4-avant-2012/ … | Parkers #news #cars @AudiFleetsales @SarahAudiUK @AudiUK
220797088051638272	POSITIVE	VW shares soar on deal to complete Porsche merger: Shares in Volkswagen AG have soared higher after Europe's big... http://yhoo.it/PhDfFh 
226354603766210560	POSITIVE	2008 Chrysler PT Cruiser Touring - Used Cars For Sale Columbia, SC Blythewood Motors http://fb.me/CNTayeQx 
220465347982143488	NEUTRAL	Volkswagen Races Against Some of the Worlds Fastest People (Adweek - 93 retweets) http://bit.ly/Rak1i5 
209109768994951169	POSITIVE	If you a freak I can take you to your peak girl I do it to the Maxima, Nissan.
215177442137083905	NEUTRAL	Check out this great item: Volkswagen Passat 1998-2005 Custom Fit 4pc Carpeted Floor Mats http://froo.co/2pXBu6H00s 
209713752986230785	POSITIVE	@CrazyDaisy_3 went from scrap metal to a BMW
214082759776419841	NEGATIVE	Poor Nissan car looks like a toy!! Have a look! Why Nakajima couldn't wait a little bit!! Lack of experience any way. http://www.youtube.com/watch?v=zOfDmG3pYn4 …
212263441040277504	POSITIVE	Dawn Of The Mac Button? Siri Comes To BMW, GM, Land Rover, Audi, Toyota, Honda & More - http://feedproxy.google.com/~r/Techcrunch/~3/zDKCQ05Rd5Y/ … Shared from TechCrunch
211732974822100992	NEGATIVE	Varsity Fanclub was the guys at the 1D concert. Not The Wanted. Silliessss.
214894574064242689	POSITIVE	Brought the Mazda out today #Mazda #Nissan #Chevy http://instagr.am/p/MCYVSmOhKI/ 
215855170330963968	NEGATIVE	Activist protesting at PNC headquarters http://dlvr.it/1lSnY6  #Denver #Mortgages
213894433870057472	POSITIVE	It's the Le Mans 24 hr race this weekend, follow on #24LM Twitter or http://www.lemans.org/en/  Audi are on pole with a diesel/electric hybrid!
210501896253865984	NEUTRAL	Drag Racer Update: Alban Gauthier, Action Performance, Chrysler Omni PRO http://draglist.com/draglist/tweet-76372 …
226855231718309889	POSITIVE	Just informed we had a second cop car show up #undercover #Chrysler #watchoutforthatontheroads
208916935889530880	NEUTRAL	1990 Honda CRX Si Yellow 3 owners service records from dealer civic: $2,300 - New Hartford 13413, New York http://ping.fm/o6OcV 
209508357919358976	NEUTRAL	NISSAN: 2007 NISSAN VERSA $197 MONTHLY SECURED LOANS (loans for bad credit people): aIfczbbNngahfb... http://bit.ly/L015Qx  #carsatlanta
212741277115088898	NEUTRAL	I bet this Kia commercial got my boyfriend dazing! -_-
225632218800857091	NEGATIVE	Capital One to pay $210 million in fines, consumer refunds - CNNMoney http://bit.ly/NFx8IY 
220205548606472192	POSITIVE	Chrysler Truck and Car Sales Rise 20% in June http://nblo.gs/zvwuE 
227095075618963456	NEUTRAL	Theme tune from knockhill today was ' what's that coming over the hill, is it a Mazda , is it a Mazda '
208539297534586880	NEGATIVE	#newbedon 6/1/2012 4:43:39 PM Britney Spears vs. Jennifer Lopez -- It's All About Money http://www.tmz.com/2012/05/29/britney-spears-x-factor-jennifer-lopez-american-idol-salary-money/ …
215885423862493185	POSITIVE	CRL 1991+ Saturn; 1987+ Chrysler Mini Vans Trim Panel Retainer: CRL Automotive Door Panel Retainers and Clips ar... http://amzn.to/HhDZ6s 
210901487612735488	NEUTRAL	@TIGGACHANEL your right you are a Bentley coupe..you got Alot of mileages on you too..and imma bugatti mini van huh..thanks bro.. #theyloveme
220451351598071808	NEUTRAL	That film Ted looks scary, a teddy bear who can talk, that's just as scary as Volkswagen with a mind of its own!
208913475597123584	POSITIVE	Do you want to drive a BMW? Find out how easy it can be! http://goo.gl/8fkT3  We are giving away more than 30 per day!!!
210506732277989376	POSITIVE	Technology Can Prevent Car Accidents: Technology is changing all aspects of the automobile. For instance, Volvo ... http://bit.ly/KHre9u 
208662433919803393	NEGATIVE	Damn is there not a Bank of America ATM in the whole state of Minnesota?
214019807362822145	NEGATIVE	30 secs stop and go penalty for No 49 Oreca Nissan for speeding in the pit lane #24LM
212143535045095425	POSITIVE	@Ocean_BMW are holding their annual Charity Golf Day at Mullion Golf Club on Friday 6th July. Interested? email: cathy.pearson@oceanbmw.com
213986779873808384	POSITIVE	Toyota doing 11 lap and Audi 12 lap stints it would appear #24LM
223443341558284288	NEUTRAL	Great Deals on - Suzuki SX4 Sportback: Suzuki SX4 Sportback Hatchback 2011 I4 2.0L/122 http://w... http://bit.ly/NsjmYw  #usedcars #cars
208562613859258368	NEGATIVE	3 Years After Taxpayer Bailout, Bank of America Ships Jobs Overseas http://www.motherjones.com/politics/2012/05/bank-of-america-outsourcing-call-center-philippines … Another reason to move your money... #p2
218275737545867264	NEGATIVE	Barclays fine over Libor scandal is just the start. Other banks implicated. And they face even bigger fines.
218646404153876480	POSITIVE	I'm at Volvo Ocean Race Lorient Stopover (Lorient, Brittany) http://4sq.com/NJjYpF 
208939190849765378	NEUTRAL	Farah Khan debuted in Ferrari Ki Sawari. That makes me NOT watch the movie. #Bollywood
215230198055051265	NEUTRAL	This New Chrysler Is Sitting In My Driveway..But Its From Walker County, Ga...
249901577412935680	NEGATIVE	Capital one cup just isn't the same as carling cup
216809714250559489	NEUTRAL	Xenon 9005 + 9006 HID Full Syetem High/low Headlight Mazda 93 94 95 96 97 626 / 92 93 94 95 929 (High Quality 8,... http://tinyurl.com/896x9cz 
221334776869687299	POSITIVE	You already know what time it is. Meet my new Baby #Silvia. #Suzuki#GsxR600#Silver#Black#HardWorkDedication# http://instagr.am/p/MwInN9pZe6/ 
223574782673825793	NEGATIVE	“Bank of America whistleblower kept silent for nearly three years. http://reut.rs/Np7rKD ” #abc #CBS #CNN #foxnews #msnbc #NBC #cspan #senate
210710948766420992	NEUTRAL	Hi Ms Somers thank goodness I'm not one of those...#Toyota#Prius#FR-S#
225649893597904898	POSITIVE	Please lemme get the Volvo lol
214061255508504577	NEUTRAL	@alanhinkes Please can you RT My Green 4wd Mazda Bongo Campervan N545 SVY Stolen at Mansfield #FindBessie #Outdoors pic.twitter.com/0YW5AjQm
211644416295845889	POSITIVE	In Downtown Montreal! Hope I'll Meet A Guy With A Ferrari Car hahaa :P
209813854253875200	NEUTRAL	He's got a brand new car, looks like a Jaguar, It's got leather seats... And a cd player!
208449879146631168	POSITIVE	Driving on the motorway is so much more fun when you have someone to play with ;) .. . Audi A6 is on it!! Haha #playtime
213593362555600896	POSITIVE	Nissan Wants To Make Toyota NV-ous, Launches NV350 Caravan http://bit.ly/Nqo0J1 
213392255392813056	POSITIVE	@Audi__Sport I am bit surprised that one of the Toyotas has got amongst the Audis actually. But I still see the Quattros coming up trumps.
213961235895554049	POSITIVE	Hello @Audi__Sport fans! We are 1hr 15 min away from the Green flag at the 80th 24hrs of LeMans.
223858804159283200	NEUTRAL	New Hatchback Added: 2008 Mazda MAZDASPEED3: We've just added a Hatchback to our inventory and it is available f... http://bit.ly/MqIo7x 
92235756495585280	NEGATIVE	#RBS & #Banco_Santander sets aside €2.2Bn in €37Bn #Fraud of @ComfortCard when all is done we have reached our goal @santanderchile @almostz
208589868262109184	POSITIVE	"""how to replace window regulator toyota tundra?"" http://aolanswers.com/qp/350785361814448?ta …"
226409024860598273	NEUTRAL	Blaring Springsteen on a banana bus en route to the Buffalo Subaru City Chase with @RunnersEdgeSTC
210576198361812993	POSITIVE	New Vorsteiner Styling Kit for Ferrari Italia 458 is tuning inimitable | Rush Lane http://shar.es/qRmbQ  via @sharethis
212342453313863681	POSITIVE	Can a Toyota Prius power a house? http://bit.ly/LO6viL 
93520345981657090	NEGATIVE	RT @WSJ: RT @dkberman: #Apple now has $78 billion of cash in the bank. That's worth more than all of Goldman Sachs, market value $65 billion
228729192206966784	POSITIVE	New post: Volkswagen Profit Rose 18% for Second Quarter http://wp.me/p2zxCY-oU 
212553892397989890	NEUTRAL	#Bentley : #Continental GT 2dr #Conv Bentley Certified Preowned: $142,000.00 End Date: Friday… http://goo.gl/fb/XHK0b 
210217480520605696	POSITIVE	Nissan By Direct New Open - Welcome to Nissan By Direct, we are the best place to get all the... http://is.gd/uvDHGx  #NissanRecalls
210156570812751872	NEUTRAL	#Ferrari president Luca di Montezemolo refuses to be drawn over speculation on the future of #FelipeMassa at the #Scuderia
216117272396308482	NEGATIVE	Moody's Cuts Ratings of 15 Major Banks: Moody's cuts credit ratings of 15 major banks including Bank of America,... http://ti.me/McDgpl 
223512138675785730	NEUTRAL	@M_Turco If Yamaha intend to announce signings in Indy that means they will renew with Ben.¿no?
212323348288520193	POSITIVE	Nissan DeltaWing ready for Le Mans race debut - http://Motorsport.com  ...
238652038857228289	NEGATIVE	Make Sure You’re Not Being Charged This Credit Card Fee: Last month, Capital One was hit with a $210 million pen... http://ti.me/SrrCKJ 
214205013713625088	NEGATIVE	I call Bank of America they tell me to call VISA, I call VISA they tell me to call Bank of America! PLEASE SHOOT ME!
211190454178418688	NEUTRAL	This kid is bragging because his daddy drives a Porsche and he so rich... Blah blah blah Porsches are not even expensive and they're ugly ha
222283490694144000	NEUTRAL	2013 Ford Escape Vs. 2013 Mazda CX-5: Crossover Comparison: Use your (arrow) keys to browse… http://goo.gl/fb/CiWuF 
91306684617723904	NEGATIVE	Wells Fargo’s Exit From Reverse Mortgages Done Right? Not Quite http://bit.ly/ouV7Yx -- I'm just glad they're gone...
211887648158134275	POSITIVE	New Deal: Groupon MyCityDeal: 25-Mile Ferrari Motorway Drive With Choice of Location for £99 with Golden Mome http://bit.ly/MlTw7U 
215827907359150083	NEUTRAL	Just arrived x 2 volvo fm7 sleeper cab 4 x 2 fridge lorry with tail-lift, 2001, 250bhp, manual gearbox.
214359359893942273	POSITIVE	Congratulations to Audi for dominating this year's Le Mans but this Mazda 787B still is the best sounding machine. http://youtu.be/HXvjzk3qaP8 
213178877223256065	POSITIVE	I want a Nissan so my daddy need yo get me one by the end of the month
212624398648225792	NEUTRAL	CFC's Vividly Colorful Volkswagen Polo Tune: While the auto industry utilizes various types of c... http://bit.ly/LZM1l4  #autonews #cars
95457183273201664	NEGATIVE	Rothschild Bank AND Goldman Sachs Are Both On The LIST Of Bondholders Getting U.S. Taxpayer Billions In Ireland http://dailybail.com/home/rothschild-bank-and-goldman-sachs-are-both-on-the-list-of-bo.html …
219343476523937792	NEUTRAL	The Welsh car that took on Jaguar http://migre.me/9Ij8s 
226595272950689792	NEGATIVE	Capital One Credit Card Users to Get $150M Refund in Settlement http://bit.ly/oDX9np 
211651466899898370	POSITIVE	CHEAP! Metra 70-9003 Radio Wiring Harness for Audi/BMW/VW 2002-Up: Metra 70-9003 Radio Wiring Harness for Audi/B... http://bit.ly/Lp39li 
209070195753496576	NEUTRAL	Ford Window Lift Motor Gear Kit C9AZ-62234A24-B to Deep Discounts http://windowmotorgear.topelectricmotor.com/?p=61 
212368780960079872	NEUTRAL	"They make it seem like he's in a mid-life crisis and to spice it up he says, ""I'm gonna listen to Mötley Crüe and buy a Kia Sorrento!"""
217996677120929792	NEGATIVE	PNC Bank settles debit card overdraft case for $90 million http://usat.ly/MBbEc3 
219881077236449280	NEUTRAL	2012 Audi Q5 Recalled for Sunroof That Can Break: Volkswagen is recalling 13,172 2012 Audi Q5s because the sunr... http://bit.ly/P1rBOA 
210495005012410369	NEUTRAL	FYI: Most Toyota Prius Owners can go from Salad Bar to Tofu in under 6 seconds.
215901933200871425	NEGATIVE	Bank of America fined $2.8 million for overbilling 95,000 accounts | http://bloom.bg/Ljq3xR 
216844535353982976	POSITIVE	Keen for @Nath951 and @jomahoney117 to come over, have some fun and Jo to show us his new Subaru WRX #shenanigans #chillin
210925273498136576	POSITIVE	@Alvarito_H y yo un audi tt boludo..
225361833006088193	NEGATIVE	Flashback @JenniferGranholm Slams @FoxNews GOP:Governors M.Sanford @TimPawlenty Talking Pts Re: @GM @Chrysler Bail Outs http://youtu.be/OPGGhrtd-Uk 
226678865433591809	NEUTRAL	AMR Racing Suzuki LTZ 250 2004-2011 ATV Quad Graphic Kit - Reaper: White: Why choose AMR Racing Graphics? We hav... http://amzn.to/HVUC8A 
218371975192645632	NEGATIVE	I am loving this: the FSA fines Barclays. . . & the fine is distributed by the FSA . . . to other (equally guilty) banks! Trebles all round!
210852661698887680	NEUTRAL	1994 Honda CBR 600 F2 Air Box Airbox: 1994 Honda CBR 600 F2 Air Box AirboxThe Airbox typically houses the air f... http://amzn.to/MetzEg 
209428284465876993	POSITIVE	@_ameliaBRENNAN Nissan! At least you can spell my name Amil. Dumb bitch.
212678987510595586	POSITIVE	@Audi I'm like a superhero on the highway, overtaking every rusty Honda and rusty Toyota on the road #AudiSwag
208990319432302592	POSITIVE	My mother cant afford to buy mayonnaise for fucks sake but shes tryna buy an audi. U dumb bitch.
208531529696157696	NEGATIVE	when justin bieber says 'swag' in his song 'boyfriend' i want to hit him in the face with a frying pan
208506158623887360	NEGATIVE	Justin Bieber suffers concussion after walking into glass wall http://gu.com/p/383xy/tw 
210436973473697793	POSITIVE	I can't wait to cruise around in a gorgeous bmw or range rover when I'm older
220060119474511872	NEUTRAL	Framed Prints of Dented Volvo from National Motor Museum: 14x11 Framed Print, Black Satin Frame Off-White Digita... http://amzn.to/HjK1Qi 
220062195663376384	POSITIVE	09:40 - FIAT SALE IN CHRYSLER, ORA AL 61,8%
103496242167951361	NEGATIVE	Way to go, Nick! @AeroSuch: Why I turned down a Stanford MBA to keep leading my startup http://awe.sm/5RBSu 
220232344915804160	NEGATIVE	"RT me: ""exec chairman of HSBC at the relevant time, Stephen Green, is now Lord Green & works for the PM as a minister"" http://www.bbc.co.uk/news/business-18629533 …"
211563571086229504	NEGATIVE	I'm tired of seeing Honda Civics and Acura Intergras all the damn time. Hook something else up. Damn.
217968889852735488	NEGATIVE	Record £60m FSA fine for Barclays: The Financial Services Authority (FSA) fines Barclays Bank £59.5m for miscond... http://tinyurl.com/79876dc 
212826765419216896	POSITIVE	CFS Champion Series 2007 1:24 Scale Diecast Black Toyota Camry #07: Brand new with factory tamper seals intact. ... http://amzn.to/HIR5vn 
211269665689845760	POSITIVE	Twenty five Toyotas have been given to nonprofits so far. Help give the rest at http://bit.ly/100carsforgood9  #100cars
216770900165529600	POSITIVE	The new altima that nissan came out with is friggin bad a! #WishIHadOne
224989647229566977	NEGATIVE	Senate panel accuses HSBC in money-laundering report: (Reuters) - HSBC Holdings Plc acted as financier to client... http://bit.ly/NOYaMu 
223794010559496192	NEUTRAL	Putting finishing touches on #mazda rx7 review video :) #1ae http://lockerz.com/s/222741312 
226651694732288000	POSITIVE	2003 Chrysler Town http://ow.ly/cnDzv  #Spartanburg #Inman #SparkleCity
211550921052782592	NEUTRAL	I'm now the Duke of Russell & Smith Honda on #Yelp! http://bit.ly/KqOVTs 
210100744618119169	NEUTRAL	Me & my pops was at the qt and this badd ass lady back her BMW into a pole & my pops said baby yu can back into my pole all yu want! Lmfao
212269082383368192	POSITIVE	@FIAT_UK that sounds amazing would love to be endorsed with one for the next tour so we can advertise your new car :) x
211196191982100480	POSITIVE	Seven-speed manual gearbox might be in the cards for BMW http://zite.to/Nnfp8T  via @zite
218318401184083968	NEGATIVE	@Fitzstock2004 A real credibility boost for Jamie & Co.! How bout that Barclays and the LIBOR?
218371857609535491	NEGATIVE	Is FB doing better than Barclays today?
210782998520528896	POSITIVE	#exoticcars 2005 BMW 645Ci Sport Convertible in Dallas, Texas http://goo.gl/BK54g  #luxury
218318090830745601	NEGATIVE	@joshuwahwah My point being #barclays would appear to trump LGA in this case I would think
220257549574868992	POSITIVE	Win a Fiat 500 Lounge 1.2L convertible http://bit.ly/MHgB6V 
226753477894873088	NEUTRAL	""" @BizNasty2point0: Hey guys. A good way of letting all the girls know you have a small hammer is driving around in a Mazda Miata."""
210949214572773378	NEGATIVE	audi 5000 front control arms are not friendly. in fact, they're total jerks.
213545614607269888	NEUTRAL	#For Sale Yamaha YZF R1 04 05 06 Motorcycle Fairing Bolt Kit, ... http://fb.me/19TqrSIiZ 
210009770202112001	NEUTRAL	#MI #ihave #forsale 2006 Honda VT750C Shadow Aero Like new condition, only 21,261 miles V-twin 4-stroke http://ow.ly/1khJhU 
93296894423478272	NEGATIVE	Goldman investors seek answers beyond dreary Q2 http://twlv.net/OvML7H
209667175252885504	NEUTRAL	2013 Ford F-150 Gains New Front End Styling and Tech Upgrades [34 Photos]: America's best-selling pickup truck h... http://bit.ly/MrFVyI 
221972386575171585	NEUTRAL	Just saw a volkswagen beetle with a new paper license plate... People still buy those?
218298779328200704	NEGATIVE	According to War on Want, #Barclays has dealings with known producers of cluster munitions and depleted uranium.
218875245367529472	NEUTRAL	I uploaded a @YouTube video http://youtu.be/TQAJ48WdM28?a  2010 VOLVO V50 Cedar Park, TX 560677
218496810124193792	POSITIVE	@subaru_usa the new! so excited!!!! pic.twitter.com/MTGliLyc
208958061044441089	NEGATIVE	If I ever hv 2 lease a BMW & can't afford 2 pay my registration - all 2 impress #LAchicks - please I beg tht someone put me out my misery
208984246075924480	NEGATIVE	RT @Jalopnik: Watch a Russian BMW Club Cruise Go Very Wrong http://jalo.ps/lMSU  @TheMIXXRadio
96234190693085187	NEGATIVE	Fed orders Royal Bank of Scotland (RBS LN) to improve oversight of its US operations, including risk-management practices Source: RTRS
222873388455165953	NEUTRAL	"Do you guys know that black dude that drives a Chrysler 300 with 22"" rims? Tell him he dropped an empty Newport box on 5th street."
216120636609794048	NEGATIVE	Moody's downgrades HSBC to HSBD.
99544121475211265	NEGATIVE	Woman charged with murder of Princeton student http://bit.ly/q6q0gx
222324741636235264	NEUTRAL	I'm at Dick Huvaere's Richmond Chrysler Dodge Jeep RAM (Richmond, MI) http://4sq.com/NUtCVA 
226386333692739584	NEUTRAL	Obviously a racecar... #garbage #shit #chrysler #ricer #jdm #turd # slow #cars http://instagr.am/p/NUCckCsRIs/ 
213325539451219968	NEUTRAL	Volvo v40 Good condition!!!! : East London : £400: Im selling Volvo V40 because I bought new car. This car is ve... http://bit.ly/Nm7ZUv 
212960601478148096	NEUTRAL	so today @tomclarke_enemy drove past me in his porsche and I mistaken him for a girl, whoooops
212841697149853697	POSITIVE	Upcoming gig-ses: Volvo Ocean Race, Galway Sat June 30th Global Village Stage 7pm Fri July 6th Salthill 5pm... http://fb.me/1rjx11zHS 
209432126439960577	POSITIVE	Canvas Prints of Bmw030-D from Car Photo Library: 14x11 Canvas Print, White Sides. , BMW030-D. car, BMW, Z4, Roa... http://amzn.to/HVTCOo 
213369604804853760	NEGATIVE	2005 SUZUKI XL-7 - Date: Jun 14, 2012My advice to you is to stop driving it and insist something be done. My 2005 Xl... http://ow.ly/1kz1hy 
211240714523262976	NEUTRAL	Model Power HO Die-Cast Porsche 356B w/Camper, MDP19690: Add some traffic to your layout. This HO scale diecast ... http://amzn.to/HkVtek 
212266418975145984	NEUTRAL	Lindsay Lohan totals Porsche in car accident - TODAY Entertainment http://bit.ly/LvARFR 
208587615916654592	POSITIVE	Employees Talk About Their Favorite Part Of Working At Toyota Of Orlando http://blog.toyotaoforlando.com/2012/06/toyota-of-orlando-employees-say-favorite-part-of-working/ … #Happy #Toyota #Orlando #Employees
211116789604687873	POSITIVE	Check out: Toyota converts all-electric 'Ring racer to Pikes Peak hill climber [w/video] http://aol.it/LzXyJx  via @therealautoblog
218038934226223106	NEGATIVE	Are all derivatives traders as stupid as the #Barclays ones who put their #Libor manipulation in writing? Or was this an especially dumb lot
208638719333371904	NEGATIVE	NewsFeed: Kicking off tour, Madonna shows she's no lady (Gaga) - Vancouver Sun: Telegraph.co.... http://bit.ly/Mg4rm8  #Israel #Palestine
211926978532610048	NEGATIVE	Lost a little respect for Nissan the first time I saw the kube #yabbadabbadont
210130087989874688	NEUTRAL	How does the handling and ride quality of a BMW 1-series compare to the 3-series?. #BMW http://bit.ly/oQtuyl 
209271190978691072	POSITIVE	“ @Queen_UK: OK, fire up the Bentley. Let's get this show on the road.” Would you give Kate a large piece of Chocolate Cake. Terribly thin !
208347475227062272	POSITIVE	Toyota Prius Becomes World’s Third Best-Selling Car Line. Now 4 choices- Prius, Prius V, Plug-In & the hot Prius c. http://hgm.me/KZtMO0 
210575363670163456	NEGATIVE	i feel so sad for the wanted omfg :~( pic.twitter.com/FX6In2ZY
137963048538353664	NEGATIVE	Hahah all of the Yale fans look like straight nerds! #OfCourse
221607448543375360	NEUTRAL	Has anyone from grange not got a lift to prom? We have 1 space in a jaguar that need fillingggg! Please :(
208518703506137091	NEUTRAL	#Buy Now Spyder Auto PRO-YD-FM2010-CCFL-DRL-BK Ford Mustang Bl... http://fb.me/1xtiLHZqe 
211714440201109505	NEUTRAL	@aviramsegal Now that Subaru have released the 2012 Outback does that mean I have to pay money if I want to upgrade my 2006? CC @drbarnard
216168328241229825	NEUTRAL	I told him: I’m going to treat you like a King. So I bought myself a Porsche and I went out whoring
211140642611544064	POSITIVE	Touchdown. The Chrysler #300C lands in the UK next week at #MotorExpo, London. Stop by: http://bit.ly/L441Np  http://ow.ly/i/GpmM 
209401965199900672	NEGATIVE	@BankaiJay @Audi I don't know the @BMWGroup is calling my name-it is the ultimate driving machine
227865081684320256	NEUTRAL	Watch: Volvo tow truck carrying a Volvo 940 Wagon does a burnout. http://youtu.be/GOuD3JBeRE4 
216019554881634304	NEGATIVE	Royal Bank of Scotland, Barclays, HSBC, Bank of America, Goldman Sachs, JP Morgan downgraded by #Moody http://bbc.in/L9ZiFO 
208526072898269184	POSITIVE	Michael Schumacher - Ferrari F1 - Framed 8x10 Photograph: This 8x10 Photo features the star players from the 200... http://amzn.to/wkV0tq 
228122100244832256	NEUTRAL	Redesigned 2014 Mazda 6 sedan revealed: Debut set for Moscow auto show http://bit.ly/OCrlzc 
218051075524149248	NEGATIVE	Shouldn't there be a criminal investigation or is Bob Diamond and Barclays above the law?! #allinittogether
210832340287623168	POSITIVE	@ObiterVires if you want to get your knee down your looking at aprilla rsv mille, yamaha 900 yzf or if you want the daddy suzuki gsxr
211727337673334785	NEUTRAL	Mazda Vehicle Car Trucks GPS Tracking Device Location Finder at Incredible Prices http://kidsgpstrackingdevice.accessoriesgpssale.com/?p=4 
208626794901938176	POSITIVE	"“When people ask me why I don't have any tattoos I say to them, ""Would you put a bumper sticker on a Ferrari?”"
211462379307941889	NEUTRAL	Getting to The Honda Cafe ,Support Germany
89013788606607360	NEGATIVE	@LindsayThetford Wells Fargo drive thru on Jones St. Wish I had reason to go there more often! ;)
210808139166126080	POSITIVE	Toyota's electric race to the clouds at 2012 Pikes Peak Hill Climb http://tinyurl.com/8abdpgr 
211214709842653184	POSITIVE	2008 BMW 550 i (The Savings Start Here) $37995 - Get This BMW FREE - Contact Me
211092743655657473	POSITIVE	2003 #Ferrari 360 Modena Spider F1 - Only 3,533 Miles - $109,000 in #SanFranciso #CA http://tinyurl.com/7m6wyhp  #SF #Scuderia #UsedCars #Auto
209318632650584064	NEGATIVE	Madonna Is The Only Queen Of Pop, except Rhianna, Katy, Gaga, Christina, Beyonce, Britney, Glee Girls, Jessie J, Pink, Nicki, and my gran.
209523604226965504	NEUTRAL	"@prateekgupta Congrats on the new car Prateek :"") Its a Toyota is my guess... (pic)"
209340397003079680	NEUTRAL	Would a '96 Nissan Frontier passenger side window fit in a '98 Nissan Frontier?
221114361975025664	POSITIVE	Watch Volvo's BMW M3 Killer, the S60 Polestar Performance in Action: Just think about it; even Cadillac, which f... http://bit.ly/Oc4L0y 
100598288482451456	NEGATIVE	@crnc Rated by organization that said Goldman-Sachs was AAA; S&P owned by McGraw-Hill; Harold McGraw III supports @MittRomney / #GOP - DUH!
209168539595190272	NEGATIVE	"BuccTown RT @_SammyTee_: Where's this? "" @wati_: Someone wasted a BMW last night.. smh put it through a wall http://lockerz.com/s/214036962 """
211451658658516992	POSITIVE	RT @DjRadlett: RT @ElenaSnobs: Listening to @UrbanFusionCrew in the @SnobsBarKavos BMW with @SophiiSnookix on the ... http://m.tmi.me/rnvDC 
218059897831567362	POSITIVE	Who's ready for the Big Gig?! Stop by the Fiat 500 booth to ogle at our favorite auto! http://www.summerfest.com/  http://fb.me/19NJ4iQoo 
220224313901588482	NEGATIVE	You know you're on a different side of town when the broken down car on the side of the road is a Jaguar
208604987935309824	POSITIVE	So in celebration of our record breaking sales, a totally gratuitous shot of 5 R8s: http://twitpic.com/9rnnwi  #WantAnR8
209453189056036864	NEUTRAL	@mckaylawallace is the ONLY person that will get in my Ferrari since she was the only one that R/Ted that. Plus shes gonna be my wife also..
209620148708057089	NEUTRAL	In most cities I'm provided with a car service where I can get a Bentley,Phantom,Ferrari or whatever. But I still take cabs,lol
208872287527645185	NEGATIVE	[News5] Cocktales: Bongbong prefers Lady Gaga to Madonna, recalls Beatles' 'snub' http://www.interaksyon.com/article/33628/cocktales-bongbong-prefers-lady-gaga-to-madonna-recalls-beatles-snub …
87280044761808897	NEGATIVE	I still detest it, superfluous bloody punctuation: Oxford cleared of serial comma killing http://gu.com/p/3v9zf/tw  via @guardian
213383165723672577	NEUTRAL	Incredible. The new #Infiniti M35h Vs the Porsche Panamera Hybrid. #inspiredperformance http://www.youtube.com/watch?v=IVrvYuP7D-Y&feature=youtube_gdata_player …
225929227613126656	POSITIVE	@TusNuaDesigns Putting Discover Ireland at the heart of the Volvo Ocean Race http://bit.ly/P5BF3o  #newpost PLS RT!
215821938860367872	NEGATIVE	@CourtenayHeath Haha yeah she's in M&S I think, I'm stuck in Barclays, where are you? x
235066831688306688	NEUTRAL	Mitch McKee joins the team at @COBBTuningSoCal! Read more here: http://ow.ly/cW7Uv  #subaru #gtr #evoX #socal
106394397201018881	NEGATIVE	Ivy League News: Yale Gets Hacked: The Ivy League school fell prey to Google hacking, also known as Google dorki... http://bit.ly/nbPkWB 
213997655708270593	POSITIVE	<​i>Top Gear<​/i> finishes its Nissan Deltawing knockoff, looks surprisingly good http://fb.me/11uE0lLCM 
209402665640275968	NEGATIVE	Outrageous Musician-on-Musician Insults. Boy George on Madonna: http://xfinity.comcast.net/slideshow/music-insults/11/ …
209498522280665090	NEUTRAL	Just lost to a toyota... I let you win!
212316335382872065	NEUTRAL	@Olivia_V13 I could... but then you wouldn't give me your Volvo;) I kid I kid! I know a guy..
