ID;START;LEN;Entity;Sentence;URL;LABEL
274;29;2;Molnár Piroska;Hollósi Frigyes (Mosu) néhány mondatos szerepében is erőteljes színpadi jelenléttel bír, Vadász Zsolt (Jonel) vőlegénye pont annyira kerül előtérbe, amennyire szükséges, Molnár Piroska (Berta) konvenciókkal teli, kövérkés nevelőnőjének figurája a kisujjában van, Bodrogi Gyula Dragotin Pétere pedig, amikor kell, erőteljes, szikrázó apa, de ha szükséges, akkor megértő, érző szívű apukává szelídül.;http://hiros.index.hu/regio/es_a_tobbi/orosz_import_nyirfak_es_etnikai_villanasok_szegeden;POZ
275;44;2;Bodrogi Gyula;Hollósi Frigyes (Mosu) néhány mondatos szerepében is erőteljes színpadi jelenléttel bír, Vadász Zsolt (Jonel) vőlegénye pont annyira kerül előtérbe, amennyire szükséges, Molnár Piroska (Berta) konvenciókkal teli, kövérkés nevelőnőjének figurája a kisujjában van, Bodrogi Gyula Dragotin Pétere pedig, amikor kell, erőteljes, szikrázó apa, de ha szükséges, akkor megértő, érző szívű apukává szelídül.;http://hiros.index.hu/regio/es_a_tobbi/orosz_import_nyirfak_es_etnikai_villanasok_szegeden;POZ
276;1;2;Kovács Patrícia;Kovács Patrícia és Stohl András mindenestre küzdenek becsülettel, kedves, bohókás, szerethető jellemeket rajzolnak és még az is belefér, hogy Stohl tv-s műsorvezetői munkájából, valamint magánéletéből csináljanak helyzetkomikumot.;http://hiros.index.hu/regio/es_a_tobbi/orosz_import_nyirfak_es_etnikai_villanasok_szegeden;POZ
277;4;2;Stohl András;Kovács Patrícia és Stohl András mindenestre küzdenek becsülettel, kedves, bohókás, szerethető jellemeket rajzolnak és még az is belefér, hogy Stohl tv-s műsorvezetői munkájából, valamint magánéletéből csináljanak helyzetkomikumot.;http://hiros.index.hu/regio/es_a_tobbi/orosz_import_nyirfak_es_etnikai_villanasok_szegeden;POZ
278;6;3;Frankó Tünde Ilona;A főszerepeket játszók közül kimagaslik Frankó Tünde Ilonája, aki olyan magabiztosan hozza (csodálatos hangja mellé) a vidéki primadonna alakját, mintha mindig is ilyen szerepeket játszott volna.;http://hiros.index.hu/regio/es_a_tobbi/orosz_import_nyirfak_es_etnikai_villanasok_szegeden;POZ
279;1;2;Steven Spielberg;Steven Spielberg Kapj el, ha tudsz! című mozijának főhősét meghazudtoló ügyességgel vágott át brit légi közlekedési vezetőket egy autista kamaszfiú, aki üzletembernek adta ki magát, és saját légi járat szervezésébe kezdett - olvasható egy brit napilap online kiadásában.;http://hvg.hu/vilag/20090720_atverte_a_brit_legyugyet_a_kamasz;SEM
280;34;2;Mészáros Lajos;Igaz, hogy eddig nem volt rá példa, de ha beváltják az ígéretüket, akkor kérdés, mi lesz azoknak a betegeknek a sorsa, akiket nem tudnak Dunaújvárosban ellátni - mondta Mészáros Lajos.;http://hiros.index.hu/regio/kunszentmiklos/stroke-reszleg_nelkul_a_dunaujvarosi_korhaz;SEM
281;1;2;Simon Gábor;Simon Gábor támogatja Szili Katalin nagyobb szerepvállalását a pártban.;http://atv.hu/belfold/090706_simon_gabor_szilit_szeretne_az_mszp_uj_testuletebe___video.html;SEM
282;4;2;Szili Katalin;Simon Gábor támogatja Szili Katalin nagyobb szerepvállalását a pártban.;http://atv.hu/belfold/090706_simon_gabor_szilit_szeretne_az_mszp_uj_testuletebe___video.html;POZ
283;30;2;Joe Bi;Ahhoz, hogy Szerbiának és az Egyesült Államoknak jók legyenek a kapcsolatai, az előbbinek nem kell feltétlenül elismernie volt tartománya, Koszovó függetlenségét - jelentette ki szerdán Belgrádban Joe Biden amerikai alelnök.;http://hvg.hu/vilag/20090520_borisz_tadics_joe_biden_koszovo;SEM
284;2;2;Borisz Tadics;A Borisz Tadics szerb államfővel megtartott találkozó utáni nyilatkozatában Biden azt mondta, hogy az Egyesült Államok továbbra is ragaszkodni fog a Koszovóban élő szerbek jogainak maradéktalan tiszteletben tartásához.;http://hvg.hu/vilag/20090520_borisz_tadics_joe_biden_koszovo;SEM
285;5;1;Tadics;Az alelnök kijelentéshez kapcsolódva Tadics nyilatkozatában kijelentette, hogy Szerbia leghatározottabb szándéka a térség stabilitásának, s az ottani összes ENSZ-tagállam területi épségének megőrzése.;http://hvg.hu/vilag/20090520_borisz_tadics_joe_biden_koszovo;SEM
286;1;2;Borisz Tadics;Borisz Tadics szerint ez azonban nem akadálya annak, hogy javuljanak Szerbia és az Egyesült Államok kapcsolatai, s Joe Bidennel egyetértettek abban, hogy magasabb szintre kell emelni kapcsolattartást.;http://hvg.hu/vilag/20090520_borisz_tadics_joe_biden_koszovo;SEM
291;50;2;Karl-Heinz Grasser;Julius Meinl a nevét viselő bank tulajdonosaként 2002 és 2007 között három különböző befektetési alapot hozott létre, ezekre hatalmas tőkét gyűjtött össze, az alapok árfolyamát megengedetlen módszerekkel manipulálta, s olyan üzleti konstrukciót hozott létre az adóparadicsomnak mondott Jersey szigetén - többek között a volt pénzügyminiszterrel, Karl-Heinz Grasserrel - , amelynek segítségével a menedzserek tetemes bevételekhez jutottak még akkor is, amikor a befektetők pénze már elértéktelenedett.;http://hvg.hu/vilag/20090402_julius_meinl_ovadek;NEG
292;1;2;Szűcs Erika;Szűcs Erika szerint a módosítások 2050-re már a GDP alakulására is kedvező hatással lesznek.;http://atv.hu/belfold/2009_mar_nyugdij__korhatar_fel__penz_le___video.html;SEM
293;3;2;Viktor Juscsenko;Csütörtök délben Viktor Juscsenko elnök titkárságán is megerősítették, hogy a Naftogaz 310millió dollárt már átutalt, és még ötven milliót kell teljesítenie a március 7-i határidőig.;http://hvg.hu/vilag/20090305_Naftogaz_ukrajna_ukrtranszgaz_hazkutatas;SEM
295;8;2;Cipi Livnit;Netanyahunak is meg kell értenie, hogy Cipi Livnit választották miniszterelnöknek, melyet a számok egyértelműen bizonyítanak.;http://atv.hu/kulfold/2009_feb__megnyertuk_____interju_a_kadima_kampanyfonokevel___video.html;POZ
296;1;2;Győző Gábor;Győző Gábor akkor azt javasolta, nem az új autók vásárlását kellene kedvezményekkel támogatni, hanem azt, hogy az öreg járműveket minél kedvezményebben lehessen a bontókban leadni.;http://atv.hu/belfold/2009_feb_brutalisan_emelkedhetnek_az_autoarak___video.html;SEM
298;24;2;Ehud Olmert;"Izrael ""aránytalanul"" erősen fog reagálni a Gázai övezetből kilőtt rakétákra a tűzszüneti megállapodás ellenére - jelentette ki vasárnap a kormányülés előtt Ehud Olmert izraeli miniszterelnök.";http://hvg.hu/vilag/20090201_gaza_olmert_izrael_palesztin_hamasz;SEM
299;1;2;Ehud Barak;Ehud Barak védelmi miniszter megerősítette: Izrael annyi akciót hajt végre, amennyi szükséges.;http://hvg.hu/vilag/20090201_gaza_olmert_izrael_palesztin_hamasz;SEM
301;30;2;Drew Shindell;A most közzétett tanulmány azonban műholdas adatokkal egészítette ki az eddig ismerteket, és megállapította, hogy a többi kontinenshez hasonlóan az Antarktisz is melegszik.tanulmányt jegyző egyik kutató, Drew Shindell, a NASA munkatársa úgy véli, hogy a hatások kisebb része a természetes változékonyságból adódhat, ám másik hányada az üvegházhatású gázok befolyásával függ össze.;http://hvg.hu/vilag/20090122_antarktisz_melegedes_klima_valtozas;SEM
302;1;2;Veprik Róbert;Veprik Róbert igazgató az MTI-nek elmondta: nagyon jó tapasztalataik vannak a korábbi évekből, és több olyan dolgozójuk van jelenleg is, akikre így találtak rá, majd közalkalmazottá váltak.;http://hiros.index.hu/regio/es_a_tobbi/az_osszes_szocialis_segelyen_elonek_munkat_biztositanak_szegeden;SEM
303;1;2;Molnár Csaba;Molnár Csaba gazdasági miniszter azt mondta, hogy ha az ukránok 8 millió köbméterrel kevesebb gázt szállítanak, az nem jelent ellátási problémát, mert ez a mennyiség a kereskedelmi gáztározókból pótolható.;http://atv.hu/belfold/2009_jan_kevesebb_gaz_erkezik_magyarorszagra___video.html;SEM
307;1;2;Igor Szecsi;Igor Szecsin orosz miniszterelnök-helyettes népes delegáció élén érkezett Karakaszba, ahol Hugo Chavez venezuelai elnökkel egyezményt írt alá többek között atomenergiai, katonai védelmi, gázipari, pénzügyi, és ipari együttműködésről.;http://atv.hu/kulfold/2008_nov_moszkva_ujabb_szovetseget_kotott_washington_ellen_.html;SEM
309;11;2;Simonyi András;A 2002 és 2007 közötti periódus washingtoni magyar nagykövete, Simonyi András szerint Obama máshogy, modernebbül kommunikál, mint McCain, ő az izgalmasabb képlet.;http://hvg.hu/vilag/20081101_obama_mccain;SEM
310;1;1;Simonyi;"Simonyi úgy véli: ne tegyük föl azt a kérdést, hogy ,,Ki lenne nekünk jobb?"".";http://hvg.hu/vilag/20081101_obama_mccain;SEM
315;1;2;Borhi László;Borhi László, az USA 1945 utáni történetére specializálódott történész biztos a demokrata jelölt győzelmében és abban is, hogy a Kongresszusban is jelentősen megerősödnek a demokraták.;http://hvg.hu/vilag/20081101_obama_mccain;SEM
317;14;2;John McCain;A politikus szerint - bár minden közvélemény-kutatás Barack Obamát hozza ki győztesnek - John McCain lesz a befutó.;http://hvg.hu/vilag/20081101_obama_mccain;POZ
323;1;2;Szádvári Gábor;Szádvári Gábor a képviselő-testület Fidesz @ KDNP által támogatott képviselője tájékoztatójában emelte ki, hogy véleményük szerint az a tény, hogy a programot az Nemzeti Fejlesztési Ügynökség akciótervében nevesítette még nem jelenti azt, hogy a támogatást is elnyerte a város.;http://atv.hu/belfold/2008_sze_gedei__a_jobboldal_bosszut_allt_a_korhaz_miatt_.html;SEM
324;24;2;Csongor Tünde;Az orvostudomány egyre fejlődik, s ki tudja, néhány év múlva milyen módon segíthetnek, ha szükséges - indokolja a Kisalföld.hu kérdésére Csongor Tünde, ők miért vetették le kislányuk születésekor a pici őssejtjeit.;http://atv.hu/belfold/2008_aug_egyre_tobben_vetetnek_le_ossejtet.html;SEM
325;30;3;Szemereyné Pataki Klaudia;Nemcsak a Mercedes felépülő gyárában lesz szükség felsőfokú és középfokú műszaki végzettségű szakemberre, hanem a már Kecskeméten működő vállalkozások és beszállítói kör is munkalehetőséget fog jelenteni - mondta Szemereyné Pataki Klaudia, akit a város közgyűlése a Mercedes-projekt lebonyolításával bízott meg.;http://hiros.index.hu/regio/kecskemet/__a_mercedes-projekt_es_a_nemet_csend;SEM
326;1;2;Kuti István;Kuti István bejelentette: a Kecskeméti Főiskola megállapodást kötött a Budapesti Műszaki Egyetem közlekedésmérnöki karával, melynek értelmében jármű és mobilgép szakirányú továbbképzés indul a kihelyezett tagozaton 2009. februártól, keresztféléves rendszerben.;http://hiros.index.hu/regio/kecskemet/__a_mercedes-projekt_es_a_nemet_csend;SEM
327;1;2;Balsai István;Balsai István szerint az is ellentmondásos, hogy Szetey Gábor volt államtitkárt és Baráth Péter, a Miniszterelnöki Kabinet kommunikációs főigazgatójának a volt cége 500 millió forintot nyert médiavásárlásokra.;http://atv.hu/belfold/2008_jul_balsai__pazarol_a_kormany___video.html;SEM
330;43;2;Tóth Attila;Az eszköz nélküli újraélesztéssel két százalékkal, a laikusok által is használható félautomata defibrillátor alkalmazása pedig húsz százalékkal növeli meg az első öt percben a túlélés esélyét a Kolonics Györgyéhez hasonló hirtelen szívleállásnál - mondta el az ATV Egyenes Beszéd című műsorában Tóth Attila, a Magyar Mentő és Mentőtiszti Egyesület elnöke.;http://atv.hu/belfold/2008_jul_a_mentos_visszavag__megfelelo_elsosegely_eseten_elhetne_kolonics___video.html;SEM
331;1;2;Eörsi Mátyás;"Eörsi Mátyás szabad demokrata ügyvivő az ATV Reggeli Jam című műsorában elmondta: pénteken tartanak egy ,,nagy"" ügyvivő testületi ülést, melyen Fodor Gábor előterjeszti a párt új stratégiáját.";http://atv.hu/belfold/2008_jun_pentekre_keszul_el_az_szdsz_csodastrategiaja___video.html;SEM
332;26;2;Fodor Gábor;"Eörsi Mátyás szabad demokrata ügyvivő az ATV Reggeli Jam című műsorában elmondta: pénteken tartanak egy ,,nagy"" ügyvivő testületi ülést, melyen Fodor Gábor előterjeszti a párt új stratégiáját.";http://atv.hu/belfold/2008_jun_pentekre_keszul_el_az_szdsz_csodastrategiaja___video.html;SEM
334;5;2;Lakos Imre;Az Egyenes beszéd vendége Lakos Imre, a fővárosi városüzemeltetési bizottság szabad demokrata elnöke volt, aki arról beszélt, hogy miért lett végül BKV-sztrájk, mi a helyzet Kunzce Gáborral és Újbuda képviselő testületében milyen bonyodalmat okozott egy a frakciójából kilépő liberális politikus.;http://atv.hu/belfold/aki_tudja__hogy_mi_lesz_az_szdsz_ben__az_vagy_profeta__vagy_hazudik.html;SEM
335;30;2;Kunzce;Az Egyenes beszéd vendége Lakos Imre, a fővárosi városüzemeltetési bizottság szabad demokrata elnöke volt, aki arról beszélt, hogy miért lett végül BKV-sztrájk, mi a helyzet Kunzce Gáborral és Újbuda képviselő testületében milyen bonyodalmat okozott egy a frakciójából kilépő liberális politikus.;http://atv.hu/belfold/aki_tudja__hogy_mi_lesz_az_szdsz_ben__az_vagy_profeta__vagy_hazudik.html;SEM
336;2;2;Békesi László;"Bár Békesi László szerint ""csak mese"", hogy az erős inflációs nyomás miatt van szükség a magas szinten tartott alapkamatra.";http://www.nepszava.hu/articles/article.php?id=30393;SEM
337;11;2;Csák Mátét;Egy időben a szlovák romantikus nacionalisták mint saját hősüket ünnepelték Csák Mátét.;http://djnaploja.blogter.hu/191463/mate_napja;POZ
338;1;2;Ferenci József;"Ferenci József, a PTE gazdasági főigazgatója elmondta: ezt a pénzt a legtürelmetlenebb hitelezőik ""megnyugtatására"" fordítják.";http://giulio.freeblog.hu/archives/2006/10/16/Traumatologus_berek/;SEM
339;1;2;Nyakó István;"Nyakó István Molnár Oszkár Edelény fideszes polgármesterére utalva közölte: egy olyan képviselő is ül a Fidesz parlamenti padsoraiban, aki a ""Mein Kampf magyarra fordított változatát szívesen használja"".";http://www.delmagyar.hu/belfold_hirek/mszp_orbannak_is_koszonheto_a_sok_duhos_ember/2120581/;SEM
340;6;2;Orbán Viktor;Mindezt nyugodtan teheti, mert Orbán Viktor és Navracsics Tibor frakcióvezető támogatja - tette hozzá.;http://www.delmagyar.hu/belfold_hirek/mszp_orbannak_is_koszonheto_a_sok_duhos_ember/2120581/;SEM
341;9;2;Navracsics Tibor;Mindezt nyugodtan teheti, mert Orbán Viktor és Navracsics Tibor frakcióvezető támogatja - tette hozzá.;http://www.delmagyar.hu/belfold_hirek/mszp_orbannak_is_koszonheto_a_sok_duhos_ember/2120581/;SEM
342;20;2;Boldog István;A mentők, tűzoltók, rendőrségi gépjárművek, valamint a menetrend szerint közlekedő autóbuszok áthaladását biztosítják - tette hozzá Boldog István.;http://www.delmagyar.hu/belfold_hirek/blokaddal_es_forgalomkorlatozassal_tiltakoznak/2119025/;SEM
344;1;2;Hajdú István;Hajdú István kérdésre megjegyezte: a bíróság a büntetőeljárás során nem vizsgálja a vádlott származását, vallási hovatartozását, és erről nyilvántartást sem vezet.;http://www.fmh.hu/belfoldi/20090917_lopasert_eliteltek_mazsihisz_alelnoket;SEM
345;9;2;Falus Ferenc;Hét mintából négy lett pozitív - mondta el Falus Ferenc.;http://www.delmagyar.hu/belfold_hirek/uj_influenza_nincs_jarvany_magyarorszagon/2114130/;SEM
346;20;2;Hardi Titusz;- Gyakran ér bennünket, pannonhalmi bencéseket kritika, hogy mindig csak a legjobb képességű tanulókkal foglalkozunk - magyarázza Hardi Titusz, a Pannonhalmi Bencés Gimnázium, Szakképző Iskola és Kollégium igazgatója.;http://www.delmagyar.hu/szeged_hirek/bencesek_a_megyeben/2112491/;SEM
347;1;2;Steigler Sándor;Steigler Sándor közölte: az idei felvonulás biztonságosabb lesz a tavalyinál, mert a rendőrök az Andrássy úttal párhuzamos utcákat is lezárják, így az ellentüntetők dobótávolságon kívül rekednek.;http://www.delmagyar.hu/belfold_hirek/dobotavolsagon_kivul_lesznek_a_melegfelvonulas_ellentuntetoi/2111783/;SEM
348;1;2;Csáky Pál;Csáky Pál szerint a tüntetést a szlovákiai magyar civil szervezetek is támogatják.;http://www.fmh.hu/kulfoldi/20090729_mkp_tiltakozast_szervez_szlovak_allamnyel;SEM
349;1;1;Csáky;Csáky megerősítette, hogy az MKP nemzetközi szinten - az Európai Parlamentben, az Európa Tanácsban és néhány más fórumon - folytatni fogja aktív fellépését az államnyelvtörvény módosítása ellen.;http://www.fmh.hu/kulfoldi/20090729_mkp_tiltakozast_szervez_szlovak_allamnyel;SEM
350;3;2;Felipe Mass;Budapest - Felipe Massát egyre sűrűbben ébresztik fel, amely során aktív kommunikációra képes: ha beszélnek hozzá, akkor visszajelzéseket ad, kezét-lábát mozgatni tudja, ez mindenképpen jó jelnek tekinthető - mondta a Honvédelmi Minisztérium szóvivője a Magyar Televízió Nap-kelte című műsorában hétfőn reggel.;http://www.fmh.hu/belfoldi/20090727_f1_massa_kommunikacio;POZ
351;1;2;Bocskai István;Bocskai István közölte: bizakodóak, reményeik szerint elkezdődik egy lassú felépülés.;http://www.fmh.hu/belfoldi/20090727_f1_massa_kommunikacio;SEM
352;1;2;Demeter Ervin;Demeter Ervin arról is beszélt: olyan új főigazgatót szeretnének, akitől elvárható a jogsértések kivizsgálása és az alkotmányos keretek visszaállítása.;http://www.delmagyar.hu/belfold_hirek/fidesz_a_tobbi_felelost_is_meg_kell_talalni/2107899/;SEM
354;12;2;Bajnai Gordon;Laborc Sándor hétfőn nyújtotta be lemondását az NBH éléről, amit Bajnai Gordon kormányfő szeptember 1-i hatállyal elfogadott.;http://www.delmagyar.hu/belfold_hirek/fidesz_a_tobbi_felelost_is_meg_kell_talalni/2107899/;SEM
356;17;2;Litkey Farkas;Balatonfüred - Továbbra is verhetetlen hazánk legnagyobb, legrégibb és leghosszabb vitorlásversenyén, a Kék szalagon Litkey Farkas és legénysége: sorozatban kilencedik sikerüknek örülhettek.;http://www.fmh.hu/fooldal-legfrissebb/20090705_litkey_farkas_kek_szalag;POZ
357;10;2;Litkey Farkas;Bár a szakemberek minden idők egyik legkiélezettebb csatájára számítottak Litkey Farkas és kihívói között, végül a címvédőt csak igen rövid ideig sikerült megszorongatni.;http://www.fmh.hu/fooldal-legfrissebb/20090705_litkey_farkas_kek_szalag;POZ
359;1;1;Litkey;Litkey természetesen jövőre is rajthoz áll majd, úgy fogalmazott, a győztest kötelezi a címvédés.;http://www.fmh.hu/fooldal-legfrissebb/20090705_litkey_farkas_kek_szalag;POZ
362;22;2;Palkovics Krisztián;A magyar vízilabda válogatott két jeles személyisége, az olimpiai bajnok Benedek Tibor és dr. Molnár Tamás az Enigmán, míg Palkovics Krisztián jégkorongozó stílszerűen az Iceberg II. fedélzetén igyekezett helyt állni.;http://www.fmh.hu/fooldal-legfrissebb/20090705_litkey_farkas_kek_szalag;SEM
363;6;2;Detre Dia;Az idén szörffel próbálta teljesíteni Detre Dia a nagydíj útvonalát.;http://www.fmh.hu/fooldal-legfrissebb/20090705_litkey_farkas_kek_szalag;SEM
364;1;2;Varga Zoltán;"Varga Zoltán önkormányzati miniszter biztos abban, hogy ""az önkormányzatok felelős közreműködésével"" a lehető leggyorsabban segítséghez jutnak a károsultak - írta közleményében az Önkormányzati Minisztérium.";http://www.fmh.hu/belfoldi/20090616_szabolcsi_viharkarok_enyhiteni_kellene;SEM
365;2;2;Varga Zoltán;"""Varga Zoltán miniszter biztos abban, hogy az önkormányzatok felelős közreműködésével - a korábbi esetekhez hasonlóan - most is a lehető leggyorsabban segítséghez jutnak a károsultak.";http://www.fmh.hu/belfoldi/20090616_szabolcsi_viharkarok_enyhiteni_kellene;SEM
366;34;2;Orbán Viktor;A Fidesz elnöksége levélben szólítja fel az MSZP elnökségét, hogy támogassák az előrehozott választás lehetőségét, mert a vasárnap európai parlamenti választások eredményei egyértelműen erre szólítják fel a kormányt - jelentette ki Orbán Viktor a Fidesz elnöke szerdán Budapesten.;http://www.delmagyar.hu/belfold_hirek/a_fidesz_nyolc_kovetelest_kuldott_az_mszp-nek/2102441/;SEM
367;1;1;Orbán;Orbán hangsúlyozta: a Fidesz hatalmas lehetőség előtt áll, hogy egyedül adva a parlament többségét végrehajtsa a programját.;http://www.delmagyar.hu/belfold_hirek/a_fidesz_nyolc_kovetelest_kuldott_az_mszp-nek/2102441/;SEM
368;1;1;Orbán;Orbán emlékeztetett, hogy nagyon sok európai országban a kormánypártok nyerték az EP-választásokat.;http://www.delmagyar.hu/belfold_hirek/a_fidesz_nyolc_kovetelest_kuldott_az_mszp-nek/2102441/;SEM
375;1;1;Zsuzska;Zsuzska elmondta, a fiúk közül legtöbben római katonák szeretnének lenni, csak a keresztrefeszítésnél rémülnek meg.;http://www.fmh.hu/kozelet/20090406_a_mi_megvaltasunk;SEM
379;30;2;Fodor Gábor;Budapest - Az SZDSZ számára három miniszterelnök-jelölt volt elfogadható: Surányi György, Békesi László és Bokros Lajos - mondta az MSZP és a szabad demokraták pénteki egyeztetése után Fodor Gábor.;http://www.fmh.hu/belfoldi/20090327_bokros_lajos_mszp_taborokra_szakadt;SEM
380;1;2;Natasha Richardson;Natasha Richardson színpadi színészként szerzett leginkább elismeréseket, 1998-ban megkapta például a rangos Tony-díjat.;http://www.fmh.hu/kulfoldi/20090319_elhunyt_natasha_richardson;POZ
381;11;2;Hankó Zoltán;Ez teljesen szabályos, csupán etikátlan - mondta a Világgazdaságnak Hankó Zoltán, a Magyar Gyógyszerész Kamara alelnöke.;http://www.fmh.hu/belfoldi/20090312_verseny_betegekert;SEM
382;19;2;Csorba Róbert;A hozzátartozókkal és a falubéliekkel együtt politikusok és neves közéleti szereplők kísérték utolsó útjára a 27 évesen meggyilkolt Csorba Róbertet és fiát, az 5 éves Robikát.;http://www.hetek.hu/belfold/200903/tatarszentgyorgy_megmozditotta_az_orszagot;NEG
383;27;1;Robika;A hozzátartozókkal és a falubéliekkel együtt politikusok és neves közéleti szereplők kísérték utolsó útjára a 27 évesen meggyilkolt Csorba Róbertet és fiát, az 5 éves Robikát.;http://www.hetek.hu/belfold/200903/tatarszentgyorgy_megmozditotta_az_orszagot;NEG
384;3;2;Heinczinger István;Újságírói kérdésre Heinczinger István elmondta: a MÁV-Cargo eladásából származó bevételből 35-38 milliárdot hiteltörlesztésre fordítják, a többit fejlesztésre költik.;http://www.delmagyar.hu/belfold_hirek/4-500_milliot_sporolna_a_mav_szemelygepkocsi_parkjan/2086372/;SEM
385;11;2;Szabó Gábor;Hasonló megfontolásból nem néz tévét a 36 éves nyomdász, Szabó Gábor, és neje, a pedagógus Németh Tímea.;http://www.delmagyar.hu/szeged_hirek/van_elet_teve_nelkul_is/2084729/;SEM
386;19;2;Németh Tímea;Hasonló megfontolásból nem néz tévét a 36 éves nyomdász, Szabó Gábor, és neje, a pedagógus Németh Tímea.;http://www.delmagyar.hu/szeged_hirek/van_elet_teve_nelkul_is/2084729/;SEM
387;4;3;Oláhné Surányi Ágnes;A házigazda, Oláhné Surányi Ágnes, Velence város polgármester asszonya elmondta, 2003-ban fogalmazódott meg a tónál a déli-kanyar fejlesztésének gondolata, 2007 nyarára több elképzelés elemzése után ez módosult a mostani programra.;http://www.fmh.hu/kozelet/20090113_kapu_a_velencei_tohoz;SEM
388;1;2;Dézsi Mihály;Dézsi Mihály elmondta azt is, hogy egy átlagos teljesítményű téli gumi garnitúra körülbelül 60 ezer forintba kerül és átlagosan négy évig használható.;http://www.delmagyar.hu/belfold_hirek/mdf_2009-tol_legyen_kotelezo_a_teli_gumi/2079680/;SEM
389;1;2;Suchman Tamás;Suchman Tamás, a kiemelt fejlesztésekért felelős tárcaközi bizottság szocialista alelnöke a következőket állította lapunknak: ,,Mi folyamatosan készek voltunk a konstruktív együttműködésre.;http://www.hetek.hu/belfold/200812/elatkozott_hely_a_varban;SEM
390;1;2;Kavalecz Imre;Kavalecz Imre, a MÁV sajtófőnöke azt közölte, hogy a Budapest-Hatvan vonalon szünetel a közlekedés, a műszaki mentés után egy pályán újra elindítják a vasúti forgalmat.;http://www.fmh.hu/belfoldi/20081118_godollo_vonatbaleset;SEM
393;1;2;Fodor Gábor;Fodor Gábor arról is beszélt, hogy a családi pótlék esetében az igazán magas jövedelműek esetében érvényesítené a társadalmi igazságossági szempontokat, de ez inkább tudatformáló intézkedés, mint komoly megtakarítás.;http://www.delmagyar.hu/belfold_hirek/a_plafonon_keresztul_vezethet_az_ut_a_budzse_elfogadasahoz/2074195/;SEM
394;2;2;Bichter József;Így Bichter Józsefné emlékeztetett arra: ha az intézmény 30 napon túli tartozása eléri a 60 milliót, a papírforma szerint önkormányzati biztost kellene kinevezni a kórház élére.;http://www.fmh.hu/kozelet/20081016_egy_velemenyen;SEM
395;1;2;Swarcz Ferenc;Swarcz Ferenc szerint a 136 milliós támogatás megszavazása esetén is 41-42 millió tartozása marad az intézménynek, ezért javasolta: szabjanak határidőt a tartozások kiegyenlítésére.;http://www.fmh.hu/kozelet/20081016_egy_velemenyen;SEM
396;39;2;Balika Zoltán;Az elmúlt hónapokban mintegy 50 millió beépült a kórház épületébe, azzal pedig, hogy néhány hete 690 milliót nyert a kórház uniós pályázaton, nem csak beruházható pénzhez jutottak: a sikeres pályázat többletbevételt is garantál - húzta alá Balika Zoltán, a kórház fő-igazgatója.;http://www.fmh.hu/kozelet/20081016_egy_velemenyen;SEM
398;3;2;Szmerha Béla;Az ülésen Szmerha Béláné főigazgató-helyettes arról tájékoztatta a munkaügyi tanács tagjait, hogy a decentralizált foglalkoztatási alap felhasználása időarányosan jó.;http://www.fmh.hu/gazdasag/20080905_tovabb_apadt__az_aktivak_szama;SEM
399;30;2;Boross József;Közelebb került a célhoz, az Árkád 2010-es átadásához az Európában bevásárlóközpontokat építő ECE cégcsoport azzal, hogy a múlt héten mintegy 800 millió forintért megvásárolta a megyei önkormányzattól a Boross József utcai múzeumi raktárt.;http://www.delmagyar.hu/szeged_hirek/az_arkad_es_a_gyar_hasonlosaga/2067778/;SEM
404;41;2;Pesztenlehrer Lajos;A helikopter kiemelésénél már nem volt szükség kapkodásra, ennek ellenére nagyon precízen, összehangoltan dolgozott együtt a daru személyzete és a mosonmagyaróvári tűzoltóság, a Közlekedésbiztonsági Szervezet (KBSZ) munkatársai biztosították számunkra a megfelelő utasításokat - nyilatkozta lapunknak Pesztenlehrer Lajos, a megyei kataszrófavédelmi igazgatóság vezetője, aki elismerte: ritka esemény szemtanúi lehettünk, ugyan találkozott már repülőgép-balesettel, viszont a vízi mentés újdonságnak számított.;http://www.delmagyar.hu/belfold_hirek/ujra_repulne_a_lezuhant_pilota/2063779/;SEM
405;1;2;Kóbori Béla;Kóbori Béla pilóta mellett a mentésnél segítségre volt Svehlik János, a Kobo-Coop Kft. főmérnöke is, aki kiértékelte a kétnapi kemény munkát és elmondta: - A helikopter tökéletes műszaki állapotú volt, az összes előírt karbantartást elvégeztük rajta.;http://www.delmagyar.hu/belfold_hirek/ujra_repulne_a_lezuhant_pilota/2063779/;SEM
407;3;2;K. Ferenc;Az esetről K. Ferenc számolt be, akivel ugyan még Mosonmagyaróváron sikerült beszélni, viszont a későbbiekben őt is gerincsérülés gyanujával a megyeszékhelyre vitték.;http://www.delmagyar.hu/belfold_hirek/ujra_repulne_a_lezuhant_pilota/2063779/;NEG
408;24;2;Hegyi Judit;Az utak árában azonban ez nem jelent változást, de mégis utazásra ösztönöz, mert külföldön az eddiginél többet lehet költeni - mondta Hegyi Judit utazásszervező.;http://www.delmagyar.hu/belfold_hirek/ot_eve_nem_volt_ilyen_eros_a_forint/2061479/;SEM
409;1;2;Hárs Ágnes;Hárs Ágnes, a Kopint-Tárki Zrt. vezető kutatója szerint a változás jelentősen segítené a nők foglalkoztatását.;http://www.delmagyar.hu/belfold_hirek/ket_even_belul_valtozhat_a_gyes/2059478/;SEM
